vehicle_uid,name,year,fuel,seller_type,transmission,owner,brand,car_age
CAR_002383,Maruti Omni E MPI STD BS IV,2018,CNG,Dealer,Unknown,First Owner,Maruti,7
CAR_002384,Mahindra Bolero B4,2017,Diesel,Dealer,Manual,First Owner,Mahindra,8
CAR_002385,Maruti Celerio VXI,2017,Petrol,Dealer,Manual,First Owner,Maruti,8
CAR_002386,Chevrolet Beat Diesel LT Option,2009,Diesel,Dealer,Manual,Second Owner,Chevrolet,16
CAR_002387,Maruti Eeco Smiles 5 Seater AC,2014,Petrol,Dealer,Manual,First Owner,Maruti,11
CAR_002388,Renault Duster 85PS Diesel RxE,2013,Diesel,Dealer,Manual,First Owner,Renault,12
CAR_002389,Maruti Swift Dzire VDI,2016,Diesel,Dealer,Manual,First Owner,Maruti,9
CAR_002390,Maruti Swift 1.3 VXi,2009,Petrol,Dealer,Manual,Second Owner,Maruti,16
CAR_002391,Hyundai Santro GLS I - Euro II,2007,Petrol,Dealer,Manual,First Owner,Hyundai,18
CAR_002392,Chevrolet Spark 1.0 PS,2010,Petrol,Individual,Manual,First Owner,Chevrolet,15
CAR_002393,Maruti Swift ZDi,2012,Diesel,Dealer,Manual,First Owner,Maruti,13
CAR_002394,Maruti Omni E MPI STD BS IV,2016,Petrol,Individual,Manual,Second Owner,Maruti,9
CAR_002395,Toyota Innova 2.5 V Diesel 8-seater,2009,CNG,Individual,Manual,First Owner,Toyota,16
CAR_002396,Maruti Swift ZXI Plus,2018,Petrol,Individual,Manual,First Owner,Maruti,7
CAR_002397,Maruti Swift Dzire VDI,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_002398,Hyundai EON Era Plus,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_002399,Maruti Alto LXi,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_002400,Maruti Wagon R Stingray VXI,2013,Petrol,Individual,Unknown,First Owner,Maruti,12
CAR_002401,Ford Figo Diesel Celebration Edition,2013,Diesel,Individual,Manual,Second Owner,Ford,12
CAR_002402,Toyota Innova 2.5 E Diesel MS 7-seater,2011,Diesel,Individual,Manual,Second Owner,Toyota,14
CAR_002403,Mahindra Scorpio 2.6 CRDe,2005,Diesel,Individual,Manual,Second Owner,Mahindra,20
CAR_002404,Mahindra Xylo D2,2011,Diesel,Individual,Manual,Second Owner,Mahindra,14
CAR_002405,Honda City i-VTEC CVT ZX,2018,Petrol,Dealer,Automatic,First Owner,Honda,7
CAR_002406,Honda Jazz Select Edition Active,2010,Petrol,Dealer,Manual,Second Owner,Honda,15
CAR_002407,Honda City i-VTEC VX,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_002408,Honda Amaze VX Diesel BSIV,2018,Diesel,Dealer,Manual,First Owner,Honda,7
CAR_002409,Maruti Celerio VXI,2014,Petrol,Dealer,Unknown,Second Owner,Maruti,11
CAR_002410,Maruti Swift VXI BSIII,2006,Petrol,Dealer,Unknown,Second Owner,Maruti,19
CAR_002411,Honda Amaze VX i-VTEC,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_002412,Maruti Ritz VXi,2010,Petrol,Individual,Unknown,First Owner,Maruti,15
CAR_002413,Honda City i DTEC V,2014,Diesel,Individual,Unknown,Second Owner,Honda,11
CAR_002414,Hyundai EON D Lite,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_002415,Maruti Alto LXi,2009,Petrol,Individual,Manual,Second Owner,Maruti,16
CAR_002416,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,Diesel,Individual,Manual,First Owner,Toyota,10
CAR_002417,Nissan Terrano XV Premium 110 PS,2013,CNG,Individual,Manual,First Owner,Nissan,12
CAR_002418,Maruti Baleno Alpha 1.3,2016,Diesel,Individual,Manual,First Owner,Maruti,9
CAR_002419,Nissan Sunny XV D Premium Leather,2015,Diesel,Individual,Manual,First Owner,Nissan,10
CAR_002420,Toyota Etios Liva GD,2012,Diesel,Individual,Manual,First Owner,Toyota,13
CAR_002421,Hyundai EON 1.0 Era Plus,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_002422,Hyundai i20 Active 1.4 SX,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_002423,Mahindra TUV 300 T8,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_002424,Hyundai Getz 1.3 GLS,2010,Petrol,Individual,Manual,First Owner,Hyundai,15
CAR_002425,Toyota Etios Liva 1.2 V,2018,Petrol,Individual,Manual,First Owner,Toyota,7
CAR_002426,Toyota Innova 2.5 GX 7 STR BSIV,2012,Diesel,Individual,Manual,Second Owner,Toyota,13
CAR_002427,Hyundai i20 Magna Optional 1.2,2013,Petrol,Individual,Manual,First Owner,Hyundai,12
CAR_002428,Hyundai Elite i20 Asta Option BSIV,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_002429,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,Diesel,Individual,Unknown,First Owner,Toyota,12
CAR_002430,Toyota Etios GD,2011,Diesel,Individual,Manual,Third Owner,Toyota,14
CAR_002431,Maruti Swift VDI BSIV,2016,Diesel,Individual,Manual,First Owner,Maruti,9
CAR_002432,Mahindra Scorpio VLX 2WD BSIV,2014,Diesel,Individual,Manual,Third Owner,Mahindra,11
CAR_002433,Renault KWID RXL,2019,Petrol,Individual,Unknown,First Owner,Renault,6
CAR_002434,Maruti Alto K10 VXI,2015,Petrol,Individual,Manual,Second Owner,Maruti,10
CAR_002435,Honda City 1.5 S MT,2011,Petrol,Individual,Manual,First Owner,Honda,14
CAR_002436,Honda City i DTEC VX,2014,CNG,Individual,Manual,First Owner,Honda,11
CAR_002437,Maruti Alto LXi BSIII,2009,Petrol,Individual,Manual,Second Owner,Maruti,16
CAR_002438,Maruti Swift Dzire VDi,2009,Diesel,Individual,Manual,Second Owner,Maruti,16
CAR_002439,Honda Amaze E i-Dtech,2015,CNG,Individual,Manual,Second Owner,Honda,10
CAR_002440,Maruti Swift Dzire LXi,2011,Petrol,Individual,Manual,Second Owner,Maruti,14
CAR_002441,Honda City 1.3 EXI,2003,Petrol,Individual,Manual,Second Owner,Honda,22
CAR_002442,Hyundai Creta 1.4 CRDi S Plus,2016,Diesel,Individual,Manual,Second Owner,Hyundai,9
CAR_002443,Maruti Wagon R VXI BS IV,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_002444,Honda Jazz 1.5 SV i DTEC,2015,Diesel,Individual,Manual,First Owner,Honda,10
CAR_002445,Maruti 800 EX,2004,Petrol,Individual,Manual,Third Owner,Maruti,21
CAR_002446,Mahindra Renault Logan 1.6 Petrol GLSX,2009,Petrol,Individual,Manual,Second Owner,Mahindra,16
CAR_002447,Tata Indigo LS,2010,Diesel,Individual,Manual,Second Owner,Tata,15
CAR_002448,Mahindra Marazzo M8 8Str,2018,Diesel,Individual,Unknown,First Owner,Mahindra,7
CAR_002449,Toyota Etios Liva 1.4 VD,2017,Diesel,Dealer,Manual,First Owner,Toyota,8
CAR_002450,Honda Amaze VX O iDTEC,2017,CNG,Dealer,Manual,First Owner,Honda,8
CAR_002451,Maruti Ciaz 1.4 AT Zeta,2017,Petrol,Individual,Automatic,First Owner,Maruti,8
CAR_002452,Hyundai Verna CRDi 1.6 SX Option,2018,Diesel,Dealer,Manual,First Owner,Hyundai,7
CAR_002453,Maruti Swift 1.3 VXI ABS,2015,CNG,Dealer,Manual,First Owner,Maruti,10
CAR_002454,Maruti Wagon R LXI,2011,Petrol,Dealer,Manual,First Owner,Maruti,14
CAR_002455,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,CNG,Individual,Manual,First Owner,Ford,12
CAR_002456,Mahindra XUV500 W8 2WD,2013,Diesel,Dealer,Manual,First Owner,Mahindra,12
CAR_002457,Maruti Wagon R LXI,2009,Petrol,Dealer,Manual,First Owner,Maruti,16
CAR_002458,Renault KWID Climber 1.0 AMT BSIV,2017,Petrol,Dealer,Automatic,First Owner,Renault,8
CAR_002459,Maruti Swift Dzire VDI,2017,Diesel,Dealer,Manual,First Owner,Maruti,8
CAR_002460,Renault KWID RXL BSIV,2017,Petrol,Dealer,Manual,First Owner,Renault,8
CAR_002461,Maruti Alto VXi,2015,Petrol,Dealer,Manual,First Owner,Maruti,10
CAR_002462,Maruti Wagon R AMT VXI,2014,Petrol,Dealer,Automatic,First Owner,Maruti,11
CAR_002463,Mahindra XUV500 W8 2WD,2012,Diesel,Dealer,Unknown,First Owner,Mahindra,13
CAR_002464,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,Diesel,Dealer,Manual,First Owner,Toyota,10
CAR_002465,Maruti Ritz VDi,2011,Diesel,Dealer,Manual,First Owner,Maruti,14
CAR_002466,Hyundai Verna SX Diesel,2013,Diesel,Dealer,Manual,Second Owner,Hyundai,12
CAR_002467,Mahindra XUV500 W10 1.99 mHawk,2016,Diesel,Dealer,Manual,First Owner,Mahindra,9
CAR_002468,Mahindra Scorpio EX,2012,Diesel,Dealer,Manual,First Owner,Mahindra,13
CAR_002469,Maruti Wagon R VXI BS IV,2014,Petrol,Individual,Manual,Second Owner,Maruti,11
CAR_002470,Maruti Wagon R VXI BS IV,2014,Petrol,Individual,Manual,Third Owner,Maruti,11
CAR_002471,Mahindra Xylo E8,2009,Diesel,Individual,Unknown,Second Owner,Mahindra,16
CAR_002472,Fiat 500 Lounge,2008,Diesel,Individual,Manual,First Owner,Fiat,17
CAR_002473,Renault Triber RXT BSIV,2019,Petrol,Individual,Manual,First Owner,Renault,6
CAR_002474,Fiat Grande Punto EVO 1.3 Active,2014,CNG,Individual,Manual,Second Owner,Fiat,11
CAR_002475,Tata New Safari 4X4 EX,2012,Diesel,Individual,Manual,First Owner,Tata,13
CAR_002476,Mahindra TUV 300 mHAWK100 T8,2017,Diesel,Individual,Manual,First Owner,Mahindra,8
CAR_002477,Tata Altroz XE,2020,Petrol,Individual,Manual,First Owner,Tata,5
CAR_002478,Hyundai Creta 1.6 CRDi SX,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_002479,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,Petrol,Dealer,Manual,First Owner,Hyundai,9
CAR_002480,Honda City i DTEC VX,2014,Diesel,Individual,Manual,First Owner,Honda,11
CAR_002481,Maruti Wagon R ZXI 1.2,2019,Petrol,Dealer,Manual,First Owner,Maruti,6
CAR_002482,Hyundai Santro Sportz BSIV,2020,Petrol,Individual,Manual,First Owner,Hyundai,5
CAR_002483,Mahindra XUV500 AT W10 FWD,2018,Diesel,Individual,Automatic,First Owner,Mahindra,7
CAR_002484,Maruti Baleno Delta Automatic,2018,CNG,Individual,Automatic,First Owner,Maruti,7
CAR_002485,Chevrolet Beat Diesel LS,2013,CNG,Dealer,Manual,First Owner,Chevrolet,12
CAR_002486,Maruti Alto K10 VXI AGS,2015,Petrol,Dealer,Automatic,Second Owner,Maruti,10
CAR_002487,Tata Indica GLS BS IV,2010,Petrol,Individual,Manual,Second Owner,Tata,15
CAR_002488,Hyundai Grand i10 Sportz,2014,Petrol,Individual,Manual,First Owner,Hyundai,11
CAR_002489,Tata Indica Vista Terra 1.4 TDI,2009,Diesel,Individual,Manual,Second Owner,Tata,16
CAR_002490,Hyundai i20 Active S Petrol,2016,Petrol,Dealer,Manual,First Owner,Hyundai,9
CAR_002491,Hyundai EON 1.0 Era Plus,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_002492,Tata Tigor 1.2 Revotron XT,2018,Petrol,Individual,Manual,First Owner,Tata,7
CAR_002493,Hyundai Xcent 1.2 CRDi E,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_002494,Maruti Alto Green LXi (CNG),2010,CNG,Dealer,Manual,Second Owner,Maruti,15
CAR_002495,Hyundai i20 1.2 Era,2010,Petrol,Individual,Manual,Second Owner,Hyundai,15
CAR_002496,Ford Ikon 1.4 ZXi,2000,CNG,Dealer,Manual,Third Owner,Ford,25
CAR_002497,Chevrolet Beat Diesel LS,2013,Diesel,Individual,Unknown,Second Owner,Chevrolet,12
CAR_002498,Maruti Zen VXi - BS III,2004,Petrol,Individual,Manual,First Owner,Maruti,21
CAR_002499,Chevrolet Beat Diesel LS,2012,Diesel,Individual,Manual,First Owner,Chevrolet,13
CAR_002500,BMW 7 Series 730Ld,2011,Diesel,Individual,Automatic,Second Owner,BMW,14
CAR_002501,Chevrolet Optra Magnum 2.0 LT,2012,Diesel,Individual,Manual,First Owner,Chevrolet,13
CAR_002502,Chevrolet Optra Magnum 2.0 LT,2012,Diesel,Individual,Manual,First Owner,Chevrolet,13
CAR_002503,Maruti A-Star Lxi,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_002504,Ford Endeavour 3.2 Titanium AT 4X4,2019,Diesel,Individual,Automatic,First Owner,Ford,6
CAR_002505,Chevrolet Spark 1.0 LT,2013,Petrol,Individual,Manual,First Owner,Chevrolet,12
CAR_002506,Honda WR-V i-DTEC VX,2018,Diesel,Individual,Manual,First Owner,Honda,7
CAR_002507,Hyundai Accent GLX,2010,Petrol,Individual,Manual,Second Owner,Hyundai,15
CAR_002508,Maruti Ertiga VDI Limited Edition,2014,Diesel,Individual,Manual,Second Owner,Maruti,11
CAR_002509,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,CNG,Individual,Manual,First Owner,Mahindra,9
CAR_002510,Maruti Alto K10 VXI,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_002511,Maruti Swift VDI BSIV,2015,Diesel,Individual,Manual,First Owner,Maruti,10
CAR_002512,Mitsubishi Montero 3.2 MT,2007,Diesel,Individual,Manual,First Owner,Mitsubishi,18
CAR_002513,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,Diesel,Individual,Manual,Second Owner,Tata,13
CAR_002514,Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_002515,Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_002516,Ford Endeavour 4x2 XLT,2004,Diesel,Individual,Manual,First Owner,Ford,21
CAR_002517,Hyundai EON Sportz,2012,Petrol,Individual,Unknown,Second Owner,Hyundai,13
CAR_002518,Nissan Micra XL,2011,CNG,Individual,Manual,Second Owner,Nissan,14
CAR_002519,Maruti 800 Std,2001,Petrol,Individual,Manual,Third Owner,Maruti,24
CAR_002520,Maruti Swift LXi BSIV,2008,Petrol,Individual,Manual,First Owner,Maruti,17
CAR_002521,Maruti Swift Dzire VDi,2010,Diesel,Individual,Unknown,Second Owner,Maruti,15
CAR_002522,Renault Duster 85PS Diesel RxL,2013,Diesel,Dealer,Manual,Second Owner,Renault,12
CAR_002523,Maruti Ignis 1.3 Delta,2018,Diesel,Dealer,Manual,First Owner,Maruti,7
CAR_002524,Maruti SX4 Vxi BSIV,2012,Petrol,Individual,Unknown,Second Owner,Maruti,13
CAR_002525,Tata Indigo CS LX (TDI) BS-III,2015,Diesel,Dealer,Manual,First Owner,Tata,10
CAR_002526,Maruti Alto 800 LXI,2006,Petrol,Individual,Manual,First Owner,Maruti,19
CAR_002527,Mahindra Bolero Power Plus SLX,2019,Diesel,Individual,Manual,First Owner,Mahindra,6
CAR_002528,Mahindra XUV500 W6 2WD,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_002529,Tata Indigo TDI,2013,Diesel,Individual,Manual,First Owner,Tata,12
CAR_002530,Tata Indica Vista Terra 1.4 TDI,2010,Diesel,Individual,Manual,First Owner,Tata,15
CAR_002531,Hyundai Santro Xing XL eRLX Euro III,2006,Petrol,Individual,Manual,Second Owner,Hyundai,19
CAR_002532,Maruti Alto K10 VXI AGS,2017,Petrol,Dealer,Automatic,First Owner,Maruti,8
CAR_002533,Tata Tiago XZA AMT,2018,Petrol,Dealer,Automatic,First Owner,Tata,7
CAR_002534,Hyundai EON Era Plus,2016,Petrol,Dealer,Unknown,First Owner,Hyundai,9
CAR_002535,Maruti Swift Dzire VDI,2013,Diesel,Dealer,Manual,First Owner,Maruti,12
CAR_002536,Nissan Evalia XV,2014,Diesel,Dealer,Unknown,First Owner,Nissan,11
CAR_002537,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,CNG,Dealer,Manual,First Owner,Hyundai,8
CAR_002538,Hyundai i10 Magna,2014,Petrol,Dealer,Manual,First Owner,Hyundai,11
CAR_002539,Mahindra KUV 100 D75 K4 Plus 5Str,2016,Diesel,Dealer,Manual,First Owner,Mahindra,9
CAR_002540,Maruti Wagon R LXI,2008,CNG,Dealer,Manual,First Owner,Maruti,17
CAR_002541,Hyundai Santro Xing GLS,2009,CNG,Dealer,Manual,First Owner,Hyundai,16
CAR_002542,Maruti Zen VX,2001,Petrol,Individual,Manual,Second Owner,Maruti,24
CAR_002543,Maruti Swift VDI,2013,Diesel,Individual,Manual,First Owner,Maruti,12
CAR_002544,Maruti Baleno Delta 1.3,2017,Diesel,Individual,Unknown,First Owner,Maruti,8
CAR_002545,Hyundai i10 Magna 1.2,2010,Petrol,Individual,Unknown,First Owner,Hyundai,15
CAR_002546,Tata Manza Aura (ABS) Quadrajet BS IV,2012,Diesel,Individual,Manual,Second Owner,Tata,13
CAR_002547,Maruti Omni LPG STD BSIV,2006,LPG,Individual,Unknown,Fourth & Above Owner,Maruti,19
CAR_002548,Maruti Zen D PS,2003,Diesel,Individual,Manual,Third Owner,Maruti,22
CAR_002549,Fiat Linea 1.3 Multijet Emotion,2015,Diesel,Individual,Manual,First Owner,Fiat,10
CAR_002550,Hyundai Santro Xing GLS,2008,Petrol,Individual,Manual,Third Owner,Hyundai,17
CAR_002551,Ford Aspire Titanium Plus Diesel BSIV,2018,Diesel,Dealer,Manual,First Owner,Ford,7
CAR_002552,Ford Aspire Titanium Plus BSIV,2018,Petrol,Dealer,Manual,First Owner,Ford,7
CAR_002553,Ford Freestyle Titanium Plus Diesel BSIV,2018,Diesel,Dealer,Manual,First Owner,Ford,7
CAR_002554,Honda City i VTEC V,2016,CNG,Dealer,Manual,First Owner,Honda,9
CAR_002555,Honda Jazz 1.5 VX i DTEC,2016,Diesel,Dealer,Manual,First Owner,Honda,9
CAR_002556,Honda Jazz 1.2 VX i VTEC,2016,Petrol,Dealer,Manual,First Owner,Honda,9
CAR_002557,Maruti Alto 800 LXI,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_002558,Tata Bolt Quadrajet XE,2017,Diesel,Individual,Manual,First Owner,Tata,8
CAR_002559,Maruti Swift ZXI Plus,2020,Petrol,Individual,Manual,First Owner,Maruti,5
CAR_002560,Chevrolet Aveo U-VA 1.2 LT,2008,Petrol,Individual,Unknown,Third Owner,Chevrolet,17
CAR_002561,Maruti Wagon R VXI,2000,Petrol,Individual,Unknown,First Owner,Maruti,25
CAR_002562,Maruti Vitara Brezza ZDi,2019,Diesel,Individual,Manual,First Owner,Maruti,6
CAR_002563,Tata Nexon 1.2 Revotron XZ Plus,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_002564,Hyundai i20 Asta (o),2014,CNG,Dealer,Manual,Second Owner,Hyundai,11
CAR_002565,Volkswagen Jetta 2.0L TDI Highline AT,2012,Diesel,Dealer,Unknown,First Owner,Volkswagen,13
CAR_002566,Honda Amaze S i-VTEC,2016,CNG,Dealer,Manual,First Owner,Honda,9
CAR_002567,Hyundai Creta 1.6 SX Option,2017,Petrol,Dealer,Manual,First Owner,Hyundai,8
CAR_002568,Mahindra XUV500 W8 2WD,2015,Diesel,Individual,Manual,First Owner,Mahindra,10
CAR_002569,Renault Duster 85PS Diesel RxL Optional,2013,Diesel,Individual,Manual,First Owner,Renault,12
CAR_002570,Hyundai i20 Asta 1.2,2014,Petrol,Dealer,Unknown,Second Owner,Hyundai,11
CAR_002571,Hyundai Santro Xing XO,2007,Petrol,Dealer,Manual,Second Owner,Hyundai,18
CAR_002572,Mahindra Bolero 2011-2019 SLE,2013,CNG,Dealer,Manual,First Owner,Mahindra,12
CAR_002573,Audi A6 2.0 TDI Premium Plus,2014,Diesel,Dealer,Automatic,Second Owner,Audi,11
CAR_002574,Fiat Avventura MULTIJET Emotion,2015,Diesel,Individual,Unknown,Second Owner,Fiat,10
CAR_002575,Audi A8 4.2 TDI,2013,Diesel,Dealer,Unknown,First Owner,Audi,12
CAR_002576,Datsun RediGO 1.0 S,2017,Petrol,Dealer,Manual,Second Owner,Datsun,8
CAR_002577,Chevrolet Cruze LT,2012,CNG,Dealer,Manual,Second Owner,Chevrolet,13
CAR_002578,Volkswagen Jetta 1.4 TSI Comfortline,2013,Petrol,Individual,Manual,First Owner,Volkswagen,12
CAR_002579,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,Diesel,Dealer,Automatic,First Owner,Audi,12
CAR_002580,Honda Civic 1.8 V AT,2009,Petrol,Dealer,Automatic,First Owner,Honda,16
CAR_002581,Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,Petrol,Dealer,Automatic,First Owner,Mercedes-Benz,7
CAR_002582,Volkswagen Polo GTI,2017,Petrol,Dealer,Automatic,First Owner,Volkswagen,8
CAR_002583,BMW X1 sDrive 20d xLine,2017,Diesel,Individual,Automatic,First Owner,BMW,8
CAR_002584,Chevrolet Beat Diesel,2012,Diesel,Individual,Unknown,First Owner,Chevrolet,13
CAR_002585,Mahindra Scorpio SLE BSIV,2014,Diesel,Individual,Manual,Second Owner,Mahindra,11
CAR_002586,Maruti Swift 1.3 VXI ABS,2006,Petrol,Individual,Manual,Third Owner,Maruti,19
CAR_002587,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,Diesel,Individual,Manual,Second Owner,Toyota,11
CAR_002588,Tata Tigor 1.2 Revotron XZ Option,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_002589,Maruti Alto LX,2008,Petrol,Individual,Unknown,First Owner,Maruti,17
CAR_002590,Mahindra Xylo D4,2015,Diesel,Individual,Manual,Second Owner,Mahindra,10
CAR_002591,Mahindra KUV 100 mFALCON G80 K8 5str,2017,Petrol,Individual,Manual,First Owner,Mahindra,8
CAR_002592,Maruti Wagon R VXI Optional,2017,Petrol,Individual,Manual,Second Owner,Maruti,8
CAR_002593,Chevrolet Beat Diesel LT,2012,Diesel,Individual,Manual,Second Owner,Chevrolet,13
CAR_002594,Hyundai Getz 1.5 CRDi GVS,2008,Diesel,Individual,Manual,Third Owner,Hyundai,17
CAR_002595,Hyundai EON Sportz,2012,Petrol,Individual,Manual,First Owner,Hyundai,13
CAR_002596,Maruti Zen D PS,2003,Diesel,Individual,Manual,Second Owner,Maruti,22
CAR_002597,Honda Amaze EX i-Dtech,2013,Diesel,Individual,Manual,Second Owner,Honda,12
CAR_002598,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,Diesel,Individual,Unknown,First Owner,Toyota,7
CAR_002599,BMW X1 sDrive20d,2011,Diesel,Individual,Automatic,Second Owner,BMW,14
CAR_002600,Mahindra Scorpio M2DI,2014,Diesel,Individual,Unknown,First Owner,Mahindra,11
CAR_002601,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,Petrol,Individual,Unknown,First Owner,Hyundai,6
CAR_002602,Chevrolet Beat LS,2010,Petrol,Individual,Manual,Second Owner,Chevrolet,15
CAR_002603,Hyundai i10 Era 1.1 iTech SE,2011,Petrol,Individual,Manual,First Owner,Hyundai,14
CAR_002604,Tata Indigo GLX,2006,Petrol,Individual,Manual,Second Owner,Tata,19
CAR_002605,Honda City i DTEC VX,2014,CNG,Individual,Manual,Second Owner,Honda,11
CAR_002606,Hyundai Verna CRDi 1.6 SX,2019,Diesel,Individual,Manual,Second Owner,Hyundai,6
CAR_002607,Hyundai Verna 1.6 SX,2012,Diesel,Individual,Manual,First Owner,Hyundai,13
CAR_002608,Volkswagen Polo 1.5 TDI Highline,2015,Diesel,Individual,Manual,First Owner,Volkswagen,10
CAR_002609,Hyundai i20 1.2 Spotz,2017,Petrol,Individual,Manual,Second Owner,Hyundai,8
CAR_002610,Hyundai Elite i20 Magna Plus Diesel,2019,Diesel,Individual,Manual,Second Owner,Hyundai,6
CAR_002611,Hyundai Grand i10 1.2 Kappa Magna AT,2017,Petrol,Individual,Automatic,First Owner,Hyundai,8
CAR_002612,Maruti Ritz LDi,2011,Diesel,Individual,Manual,First Owner,Maruti,14
CAR_002613,Mahindra XUV500 W10 2WD,2018,Diesel,Individual,Manual,First Owner,Mahindra,7
CAR_002614,Renault KWID 1.0 RXT Optional,2018,Petrol,Individual,Manual,First Owner,Renault,7
CAR_002615,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,Petrol,Individual,Manual,First Owner,Ford,8
CAR_002616,Fiat Grande Punto Active (Diesel),2009,Diesel,Individual,Manual,Second Owner,Fiat,16
CAR_002617,BMW X1 sDrive 20d xLine,2019,Diesel,Individual,Automatic,First Owner,BMW,6
CAR_002618,Skoda Fabia 1.2 MPI Ambition Plus,2012,Petrol,Individual,Manual,First Owner,Skoda,13
CAR_002619,Volkswagen Polo Diesel Trendline 1.2L,2012,CNG,Individual,Manual,First Owner,Volkswagen,13
CAR_002620,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,Petrol,Dealer,Manual,First Owner,Ford,12
CAR_002621,Chevrolet Aveo 1.4 LS,2010,Petrol,Dealer,Unknown,First Owner,Chevrolet,15
CAR_002622,Chevrolet Aveo U-VA 1.2 LS,2009,Petrol,Dealer,Manual,First Owner,Chevrolet,16
CAR_002623,Ford Figo Diesel EXI,2012,Diesel,Dealer,Manual,First Owner,Ford,13
CAR_002624,Ford Endeavour 2.5L 4X2 MT,2004,Diesel,Dealer,Unknown,First Owner,Ford,21
CAR_002625,Ford Aspire Titanium BSIV,2017,Petrol,Dealer,Manual,First Owner,Ford,8
CAR_002626,Hyundai EON 1.0 Kappa Magna Plus,2015,Petrol,Individual,Manual,Second Owner,Hyundai,10
CAR_002627,Tata Tiago 2019-2020 XZ,2019,Petrol,Individual,Manual,First Owner,Tata,6
CAR_002628,Maruti Swift ZXI,2013,Petrol,Individual,Manual,First Owner,Maruti,12
CAR_002629,Chevrolet Spark 1.0 LT,2011,Petrol,Dealer,Manual,First Owner,Chevrolet,14
CAR_002630,Chevrolet Beat Diesel LS,2012,CNG,Dealer,Manual,First Owner,Chevrolet,13
CAR_002631,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,Petrol,Dealer,Manual,First Owner,Ford,11
CAR_002632,Volkswagen Polo 1.2 MPI Comfortline,2015,Petrol,Dealer,Manual,First Owner,Volkswagen,10
CAR_002633,Ford Fiesta Diesel Trend,2012,Diesel,Dealer,Manual,First Owner,Ford,13
CAR_002634,Mahindra XUV500 W8 2WD,2013,Diesel,Dealer,Manual,First Owner,Mahindra,12
CAR_002635,Honda City 1.5 E MT,2010,Petrol,Individual,Unknown,First Owner,Honda,15
CAR_002636,Maruti Zen VXI,2000,Petrol,Individual,Manual,First Owner,Maruti,25
CAR_002637,Maruti Swift Dzire VDI,2014,CNG,Individual,Manual,First Owner,Maruti,11
CAR_002638,Maruti Swift VDI BSIV,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_002639,Maruti Wagon R LXI Minor,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_002640,Tata Indigo TDI,2013,Diesel,Individual,Manual,First Owner,Tata,12
CAR_002641,Maruti Baleno Zeta 1.3,2018,CNG,Individual,Manual,First Owner,Maruti,7
CAR_002642,Mahindra Jeep MM 550 XDB,2002,Diesel,Individual,Manual,Third Owner,Mahindra,23
CAR_002643,Maruti Alto STD,2008,Petrol,Individual,Unknown,Second Owner,Maruti,17
CAR_002644,Maruti Celerio VDi,2016,Diesel,Individual,Manual,Third Owner,Maruti,9
