vehicle_uid,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_record_id,car_age,price_category,km_category,owner_count,fuel_transmission,brand,price_per_km,is_diesel
CAR_002409,Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,,Second Owner,2409,11,Low,High,0,Petrol_Manual,Maruti,3.66,0
CAR_002410,Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,,Second Owner,2410,19,Low,High,,Petrol_Manual,Maruti,1.68,0
CAR_002411,Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,2411,7,High,Medium,0,Petrol_Manual,Honda,9.13,0
CAR_002412,Maruti Ritz VXi,2010,,42000,Petrol,Individual,,First Owner,2412,15,Low,Medium,0,Petrol_Manual,Maruti,6.31,0
CAR_002413,Honda City i DTEC V,2014,515000,90000,Diesel,Individual,,Second Owner,2413,11,Mid,High,0,Diesel_Manual,Honda,5.72,1
CAR_002414,Hyundai EON D Lite,2016,,30000,Petrol,Individual,Manual,First Owner,2414,9,Low,Low,0,Petrol_Manual,Hyundai,7,0
CAR_002415,Maruti Alto LXi,2009,140000,80000,Petrol,Individual,Manual,Second Owner,2415,16,Low,High,0,Petrol_Manual,Maruti,1.75,0
CAR_002416,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000,Diesel,Individual,Manual,First Owner,2416,10,High,High,,Diesel_Manual,Toyota,7.34,1
CAR_002417,Nissan Terrano XV Premium 110 PS,2013,750000,,,Individual,Manual,First Owner,2417,12,High,High,0,Diesel_Manual,Nissan,9.38,1
CAR_002418,Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,First Owner,2418,9,High,,0,Diesel_Manual,Maruti,6.1,1
CAR_002419,Nissan Sunny XV D Premium Leather,2015,450000,50000,Diesel,Individual,Manual,First Owner,2419,10,Mid,Medium,0,Diesel_Manual,Nissan,9,1
CAR_002420,Toyota Etios Liva GD,2012,409999,56000,Diesel,Individual,Manual,First Owner,2420,13,Mid,Medium,0,Diesel_Manual,Toyota,7.32,1
CAR_002421,Hyundai EON 1.0 Era Plus,2018,100000,,Petrol,Individual,Manual,First Owner,2421,7,Low,Low,,Petrol_Manual,Hyundai,4.69,0
CAR_002422,Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,2422,9,High,High,,Diesel_Manual,Hyundai,6.5,1
CAR_002423,Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,2423,8,High,High,,Diesel_Manual,Mahindra,8.12,1
CAR_002424,Hyundai Getz 1.3 GLS,2010,,105546,Petrol,Individual,Manual,First Owner,2424,15,Low,High,,Petrol_Manual,Hyundai,1.42,0
CAR_002425,Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,2425,7,Mid,Low,0,Petrol_Manual,Toyota,50,0
CAR_002426,Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,2426,13,High,High,0,Diesel_Manual,Toyota,12.5,1
CAR_002427,Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,2427,12,Mid,Medium,0,Petrol_Manual,Hyundai,9.71,0
CAR_002428,Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,2428,6,High,Low,0,Petrol_Manual,Hyundai,71.17,0
CAR_002429,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,,First Owner,2429,12,Premium,High,0,Diesel_Manual,Toyota,8.42,1
CAR_002430,Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,2430,14,Mid,High,0,Diesel_Manual,Toyota,2.92,1
CAR_002431,Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,2431,9,Mid,Medium,0,Diesel_Manual,Maruti,8.5,1
CAR_002432,Mahindra Scorpio VLX 2WD BSIV,2014,,130000,Diesel,Individual,Manual,Third Owner,2432,11,High,High,0,Diesel_Manual,Mahindra,5.38,1
CAR_002433,Renault KWID RXL,2019,265000,40000,Petrol,Individual,,First Owner,2433,6,Low,Medium,0,Petrol_Manual,Renault,6.62,0
CAR_002434,Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,2434,10,Mid,Medium,0,Petrol_Manual,Maruti,5.33,0
CAR_002435,Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,2435,14,Mid,High,0,Petrol_Manual,Honda,2.82,0
CAR_002436,Honda City i DTEC VX,2014,700000,130000,,Individual,Manual,First Owner,2436,11,,,0,Diesel_Manual,Honda,5.38,1
CAR_002437,Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Second Owner,2437,16,Low,High,0,Petrol_Manual,Maruti,1.62,0
CAR_002438,Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Individual,Manual,Second Owner,2438,16,Low,High,0,Diesel_Manual,Maruti,1.25,1
CAR_002439,Honda Amaze E i-Dtech,2015,300000,104000,,Individual,Manual,Second Owner,2439,10,Low,High,0,Diesel_Manual,Honda,2.88,1
CAR_002440,Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Individual,Manual,Second Owner,2440,14,,High,0,Petrol_Manual,Maruti,1.5,0
CAR_002441,Honda City 1.3 EXI,2003,120000,132343,Petrol,Individual,Manual,Second Owner,2441,22,Low,High,0,Petrol_Manual,Honda,0.91,0
CAR_002442,Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Individual,Manual,Second Owner,2442,9,,High,0,Diesel_Manual,Hyundai,10.56,1
CAR_002443,Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Individual,Manual,Second Owner,2443,18,Low,Medium,0,Petrol_Manual,Maruti,1.67,0
CAR_002444,Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Individual,Manual,First Owner,2444,10,Mid,High,0,Diesel_Manual,Honda,5.92,1
CAR_002445,Maruti 800 EX,2004,30000,60000,Petrol,Individual,Manual,Third Owner,2445,21,Low,Medium,0,Petrol_Manual,Maruti,0.5,0
CAR_002446,Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Individual,Manual,Second Owner,2446,16,Low,,,Petrol_Manual,Mahindra,6.67,0
CAR_002447,Tata Indigo LS,2010,,96000,Diesel,Individual,Manual,Second Owner,2447,15,Low,High,0,Diesel_Manual,Tata,2.6,1
CAR_002448,Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,,First Owner,2448,7,Premium,Low,0,Diesel_Manual,Mahindra,130,1
CAR_002449,Toyota Etios Liva 1.4 VD,2017,425000,36000,Diesel,Dealer,Manual,First Owner,2449,8,Mid,Medium,0,Diesel_Manual,Toyota,11.81,1
CAR_002450,Honda Amaze VX O iDTEC,2017,550000,12997,,Dealer,Manual,First Owner,2450,8,Mid,Low,0,Diesel_Manual,Honda,42.32,1
CAR_002451,Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,Petrol,Individual,Automatic,First Owner,2451,8,Mid,Medium,0,Petrol_Automatic,Maruti,12.5,0
CAR_002452,Hyundai Verna CRDi 1.6 SX Option,2018,,26430,Diesel,Dealer,Manual,First Owner,2452,7,Premium,,0,Diesel_Manual,Hyundai,43.51,1
CAR_002453,Maruti Swift 1.3 VXI ABS,2015,475000,24600,,Dealer,Manual,First Owner,2453,10,Mid,Low,0,Petrol_Manual,Maruti,19.31,0
CAR_002454,Maruti Wagon R LXI,2011,260000,28481,Petrol,Dealer,Manual,First Owner,2454,14,Low,Low,0,Petrol_Manual,Maruti,9.13,0
CAR_002455,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,,Individual,Manual,First Owner,2455,12,Mid,High,0,Petrol_Manual,Ford,3.5,0
CAR_002456,Mahindra XUV500 W8 2WD,2013,750000,41988,Diesel,Dealer,Manual,First Owner,2456,12,High,Medium,0,Diesel_Manual,Mahindra,17.86,1
CAR_002457,Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner,2457,16,Low,Medium,0,Petrol_Manual,Maruti,5.93,0
CAR_002458,Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,2458,8,Mid,Low,0,Petrol_Automatic,Renault,45.7,0
CAR_002459,Maruti Swift Dzire VDI,2017,611000,34400,Diesel,Dealer,Manual,First Owner,2459,8,High,,0,Diesel_Manual,Maruti,17.76,1
CAR_002460,Renault KWID RXL BSIV,2017,,18500,Petrol,Dealer,Manual,First Owner,2460,8,Mid,Low,,Petrol_Manual,Renault,17.57,0
CAR_002461,Maruti Alto VXi,2015,,26134,Petrol,Dealer,Manual,First Owner,2461,10,Low,Low,0,Petrol_Manual,Maruti,10.71,0
CAR_002462,Maruti Wagon R AMT VXI,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,2462,11,Low,Low,0,Petrol_Automatic,Maruti,10.37,0
CAR_002463,Mahindra XUV500 W8 2WD,2012,711000,53600,Diesel,Dealer,,First Owner,2463,13,High,Medium,0,Diesel_Manual,Mahindra,13.26,1
CAR_002464,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,Diesel,Dealer,Manual,First Owner,2464,10,High,Medium,,Diesel_Manual,Toyota,15.86,1
CAR_002465,Maruti Ritz VDi,2011,,52895,Diesel,Dealer,Manual,First Owner,2465,14,Low,Medium,0,Diesel_Manual,Maruti,4.92,1
CAR_002466,Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,2466,12,,Medium,0,Diesel_Manual,Hyundai,12.99,1
CAR_002467,Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,2467,9,Premium,Medium,0,Diesel_Manual,Mahindra,16.08,1
CAR_002468,Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner,2468,13,Mid,Medium,0,Diesel_Manual,Mahindra,9.13,1
CAR_002469,Maruti Wagon R VXI BS IV,2014,,70000,Petrol,Individual,Manual,Second Owner,2469,11,Low,Medium,0,Petrol_Manual,Maruti,3,0
CAR_002470,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Third Owner,2470,11,Low,Medium,0,Petrol_Manual,Maruti,3,0
CAR_002471,Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,,Second Owner,2471,16,Low,High,,Diesel_Manual,Mahindra,2.9,1
CAR_002472,Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner,2472,17,Low,High,0,Diesel_Manual,Fiat,2.28,1
CAR_002473,Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner,2473,6,Mid,Low,0,Petrol_Manual,Renault,58.25,0
CAR_002474,Fiat Grande Punto EVO 1.3 Active,2014,,120000,,Individual,Manual,Second Owner,2474,11,Low,High,0,Diesel_Manual,Fiat,2.25,1
CAR_002475,Tata New Safari 4X4 EX,2012,,142000,Diesel,Individual,Manual,First Owner,2475,13,Mid,High,0,Diesel_Manual,Tata,3.87,1
CAR_002476,Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Individual,Manual,First Owner,2476,8,High,Low,0,Diesel_Manual,Mahindra,32,1
CAR_002477,Tata Altroz XE,2020,,5000,Petrol,Individual,Manual,First Owner,2477,5,Mid,Low,0,Petrol_Manual,Tata,100,0
CAR_002478,Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,2478,9,Mid,Medium,0,Diesel_Manual,Hyundai,10.17,1
CAR_002479,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Dealer,Manual,First Owner,2479,9,Mid,Low,0,Petrol_Manual,Hyundai,13.83,0
CAR_002480,Honda City i DTEC VX,2014,600000,50000,Diesel,Individual,Manual,First Owner,2480,11,Mid,Medium,0,Diesel_Manual,Honda,12,1
CAR_002481,Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Dealer,Manual,First Owner,2481,6,Mid,Low,0,Petrol_Manual,Maruti,19.17,0
CAR_002482,Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Individual,Manual,First Owner,2482,5,Mid,Low,0,Petrol_Manual,Hyundai,104,0
CAR_002483,Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,2483,7,,Low,0,Diesel_Automatic,Mahindra,46.67,1
CAR_002484,Maruti Baleno Delta Automatic,2018,600000,7600,,Individual,Automatic,First Owner,2484,7,Mid,Low,0,Petrol_Automatic,Maruti,78.95,0
CAR_002485,Chevrolet Beat Diesel LS,2013,195000,,,Dealer,Manual,First Owner,2485,12,Low,Medium,0,Diesel_Manual,Chevrolet,4.13,1
CAR_002486,Maruti Alto K10 VXI AGS,2015,281000,,Petrol,Dealer,Automatic,Second Owner,2486,10,Low,Low,0,Petrol_Automatic,Maruti,63.4,0
CAR_002487,Tata Indica GLS BS IV,2010,75000,110000,Petrol,Individual,Manual,Second Owner,2487,15,Low,High,0,Petrol_Manual,Tata,0.68,0
CAR_002488,Hyundai Grand i10 Sportz,2014,,25000,Petrol,Individual,Manual,First Owner,2488,11,Mid,Low,0,Petrol_Manual,Hyundai,16,0
CAR_002489,Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Individual,Manual,Second Owner,2489,16,Low,Medium,0,Diesel_Manual,Tata,1.33,1
CAR_002490,Hyundai i20 Active S Petrol,2016,560000,,Petrol,Dealer,Manual,First Owner,2490,9,Mid,Medium,0,Petrol_Manual,Hyundai,8.17,0
CAR_002491,Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Individual,Manual,First Owner,2491,6,Mid,Low,0,Petrol_Manual,Hyundai,80,0
CAR_002492,Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Individual,Manual,First Owner,2492,7,Mid,Medium,0,Petrol_Manual,Tata,11.5,0
CAR_002493,Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Individual,Manual,First Owner,2493,8,Mid,Medium,0,Diesel_Manual,Hyundai,10.47,1
CAR_002494,Maruti Alto Green LXi (CNG),2010,,80251,,Dealer,Manual,Second Owner,2494,15,Low,High,0,CNG_Manual,Maruti,1.1,0
CAR_002495,Hyundai i20 1.2 Era,2010,,34500,Petrol,Individual,Manual,Second Owner,2495,15,,Medium,0,Petrol_Manual,Hyundai,7.25,0
CAR_002496,Ford Ikon 1.4 ZXi,2000,22000,42743,,Dealer,Manual,Third Owner,2496,25,Low,,0,Petrol_Manual,Ford,0.51,0
CAR_002497,Chevrolet Beat Diesel LS,2013,130000,,Diesel,Individual,,Second Owner,2497,12,Low,High,0,Diesel_Manual,Chevrolet,1.38,1
CAR_002498,Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,2498,21,Low,High,0,Petrol_Manual,Maruti,0.99,0
CAR_002499,Chevrolet Beat Diesel LS,2012,120000,,Diesel,Individual,Manual,First Owner,2499,13,Low,High,0,Diesel_Manual,Chevrolet,1.09,1
CAR_002500,BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,2500,14,Premium,High,0,Diesel_Automatic,BMW,17,1
CAR_002501,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,2501,13,Low,Low,0,Diesel_Manual,Chevrolet,12,1
CAR_002502,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,2502,13,Low,Low,0,Diesel_Manual,Chevrolet,12,1
CAR_002503,Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,2503,16,Low,Low,0,Petrol_Manual,Maruti,5.8,0
CAR_002504,Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,2504,6,Premium,Low,0,Diesel_Automatic,Ford,160,1
CAR_002505,Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,2505,12,Low,Low,0,Petrol_Manual,Chevrolet,24,0
CAR_002506,Honda WR-V i-DTEC VX,2018,,30000,Diesel,Individual,Manual,First Owner,2506,7,High,Low,0,Diesel_Manual,Honda,23.33,1
CAR_002507,Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,2507,15,Low,High,0,Petrol_Manual,Hyundai,1.32,0
CAR_002508,Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,2508,11,Mid,High,0,Diesel_Manual,Maruti,6.69,1
CAR_002509,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,,Individual,Manual,First Owner,2509,9,Mid,,0,Petrol_Manual,Mahindra,20,0
CAR_002510,Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,2510,9,Mid,Low,0,Petrol_Manual,Maruti,17.5,0
CAR_002511,Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,2511,10,,Medium,,Diesel_Manual,Maruti,17.19,1
CAR_002512,Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Individual,Manual,First Owner,2512,18,High,Very High,0,Diesel_Manual,Mitsubishi,4.17,1
CAR_002513,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,,70000,Diesel,Individual,Manual,Second Owner,2513,13,Low,Medium,0,Diesel_Manual,Tata,2.83,1
CAR_002514,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,2514,12,Mid,Medium,0,Diesel_Manual,Hyundai,8.4,1
CAR_002515,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,2515,12,Mid,Medium,0,Diesel_Manual,Hyundai,8.4,1
CAR_002516,Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,2516,21,Low,High,0,Diesel_Manual,Ford,1.62,1
CAR_002517,Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,,Second Owner,2517,13,Low,Medium,0,Petrol_Manual,Hyundai,2.69,0
CAR_002518,Nissan Micra XL,2011,275000,40000,,Individual,Manual,Second Owner,2518,14,Low,Medium,,Petrol_Manual,Nissan,6.88,0
CAR_002519,Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,2519,24,,Medium,0,Petrol_Manual,Maruti,1.08,0
CAR_002520,Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,2520,17,Low,Medium,0,Petrol_Manual,Maruti,4,0
CAR_002521,Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,,Second Owner,2521,15,Low,High,,Diesel_Manual,Maruti,2.27,1
CAR_002522,Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,2522,12,Mid,Low,0,Diesel_Manual,Renault,450,1
CAR_002523,Maruti Ignis 1.3 Delta,2018,590000,26350,Diesel,Dealer,Manual,First Owner,2523,7,Mid,Low,0,Diesel_Manual,Maruti,22.39,1
CAR_002524,Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,,Second Owner,2524,13,Low,,0,Petrol_Manual,Maruti,2.05,0
CAR_002525,Tata Indigo CS LX (TDI) BS-III,2015,225000,68745,Diesel,Dealer,Manual,First Owner,2525,10,Low,Medium,0,Diesel_Manual,Tata,3.27,1
CAR_002526,Maruti Alto 800 LXI,2006,165000,132000,Petrol,Individual,Manual,First Owner,2526,19,Low,High,0,Petrol_Manual,Maruti,1.25,0
CAR_002527,Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,2527,6,High,Medium,,Diesel_Manual,Mahindra,24.57,1
CAR_002528,Mahindra XUV500 W6 2WD,2016,900000,47000,Diesel,Individual,Manual,First Owner,2528,9,High,Medium,0,Diesel_Manual,Mahindra,19.15,1
CAR_002529,Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,2529,12,,High,,Diesel_Manual,Tata,1.82,1
CAR_002530,Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,2530,15,Low,High,,Diesel_Manual,Tata,1.25,1
CAR_002531,Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,2531,19,Low,Medium,0,Petrol_Manual,Hyundai,2.5,0
CAR_002532,Maruti Alto K10 VXI AGS,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,2532,8,Mid,Low,0,Petrol_Automatic,Maruti,13.74,0
CAR_002533,Tata Tiago XZA AMT,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,2533,7,Mid,Low,0,Petrol_Automatic,Tata,47.81,0
CAR_002534,Hyundai EON Era Plus,2016,320000,24662,Petrol,Dealer,,First Owner,2534,9,Mid,Low,0,Petrol_Manual,Hyundai,12.98,0
CAR_002535,Maruti Swift Dzire VDI,2013,525000,37000,Diesel,Dealer,Manual,First Owner,2535,12,Mid,Medium,0,Diesel_Manual,Maruti,14.19,1
CAR_002536,Nissan Evalia XV,2014,650000,28245,Diesel,Dealer,,First Owner,2536,11,High,Low,0,Diesel_Manual,Nissan,23.01,1
CAR_002537,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,,27005,,Dealer,Manual,First Owner,2537,8,Mid,Low,0,Diesel_Manual,Hyundai,21.29,1
CAR_002538,Hyundai i10 Magna,2014,355000,39227,Petrol,Dealer,Manual,First Owner,2538,11,,,0,Petrol_Manual,Hyundai,9.05,0
CAR_002539,Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367,Diesel,Dealer,Manual,First Owner,2539,9,Mid,Medium,0,Diesel_Manual,Mahindra,14.98,1
CAR_002540,Maruti Wagon R LXI,2008,221000,35008,,Dealer,Manual,First Owner,2540,17,Low,,0,Petrol_Manual,Maruti,6.31,0
CAR_002541,Hyundai Santro Xing GLS,2009,195000,27005,,Dealer,Manual,First Owner,2541,16,Low,Low,0,Petrol_Manual,Hyundai,7.22,0
CAR_002542,Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,2542,24,Low,,0,Petrol_Manual,Maruti,0.99,0
CAR_002543,Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,2543,12,Mid,,0,Diesel_Manual,Maruti,8,1
CAR_002544,Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,,First Owner,2544,8,High,Low,0,Diesel_Manual,Maruti,32.5,1
CAR_002545,Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,,First Owner,2545,15,Mid,Medium,0,Petrol_Manual,Hyundai,8,0
CAR_002546,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,2546,13,Low,High,0,Diesel_Manual,Tata,3.69,1
CAR_002547,Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,,Fourth & Above Owner,2547,19,Low,High,0,LPG_Manual,Maruti,0.44,0
CAR_002548,Maruti Zen D PS,2003,,120000,Diesel,Individual,Manual,Third Owner,2548,22,Low,High,0,Diesel_Manual,Maruti,0.92,1
CAR_002549,Fiat Linea 1.3 Multijet Emotion,2015,,113600,Diesel,Individual,Manual,First Owner,2549,10,Mid,,0,Diesel_Manual,Fiat,4.84,1
CAR_002550,Hyundai Santro Xing GLS,2008,190000,,Petrol,Individual,Manual,Third Owner,2550,17,Low,Medium,0,Petrol_Manual,Hyundai,2.71,0
CAR_002551,Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,2551,7,High,Low,0,Diesel_Manual,Ford,43.1,1
CAR_002552,Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,2552,7,High,Low,,Petrol_Manual,Ford,55.86,0
CAR_002553,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,2553,7,High,Low,0,Diesel_Manual,Ford,32.15,1
CAR_002554,Honda City i VTEC V,2016,696000,138925,,Dealer,Manual,First Owner,2554,9,High,High,0,Petrol_Manual,Honda,5.01,0
CAR_002555,Honda Jazz 1.5 VX i DTEC,2016,,121764,Diesel,Dealer,Manual,First Owner,2555,9,Mid,,0,Diesel_Manual,Honda,4.89,1
CAR_002556,Honda Jazz 1.2 VX i VTEC,2016,612000,,Petrol,Dealer,Manual,First Owner,2556,9,High,High,0,Petrol_Manual,Honda,5.8,0
CAR_002557,Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,2557,10,Low,Medium,0,Petrol_Manual,Maruti,3.29,0
CAR_002558,Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,2558,8,Mid,Medium,0,Diesel_Manual,Tata,5.67,1
CAR_002559,Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,2559,5,Mid,Low,0,Petrol_Manual,Maruti,110,0
CAR_002560,Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,,Third Owner,2560,17,Low,Medium,,Petrol_Manual,Chevrolet,1.64,0
CAR_002561,Maruti Wagon R VXI,2000,105000,,Petrol,Individual,,First Owner,2561,25,Low,High,0,Petrol_Manual,Maruti,1.31,0
CAR_002562,Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,2562,6,High,Low,0,Diesel_Manual,Maruti,44.5,1
CAR_002563,Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,2563,6,High,Low,0,Petrol_Manual,Tata,89.38,0
CAR_002564,Hyundai i20 Asta (o),2014,525000,54000,,Dealer,Manual,Second Owner,2564,11,Mid,Medium,0,Petrol_Manual,Hyundai,9.72,0
CAR_002565,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,,First Owner,2565,13,High,Medium,,Diesel_Automatic,Volkswagen,13.29,1
CAR_002566,Honda Amaze S i-VTEC,2016,495000,11958,,Dealer,Manual,First Owner,2566,9,Mid,Low,0,Petrol_Manual,Honda,41.39,0
CAR_002567,Hyundai Creta 1.6 SX Option,2017,1025000,9000,Petrol,Dealer,Manual,First Owner,2567,8,Premium,Low,0,Petrol_Manual,Hyundai,113.89,0
CAR_002568,Mahindra XUV500 W8 2WD,2015,750000,,Diesel,Individual,Manual,First Owner,2568,10,High,Medium,,Diesel_Manual,Mahindra,10.71,1
CAR_002569,Renault Duster 85PS Diesel RxL Optional,2013,600000,120000,Diesel,Individual,Manual,First Owner,2569,12,Mid,High,0,Diesel_Manual,Renault,5,1
CAR_002570,Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,,Second Owner,2570,11,Mid,Low,0,Petrol_Manual,Hyundai,20.54,0
CAR_002571,Hyundai Santro Xing XO,2007,80000,58000,Petrol,Dealer,Manual,Second Owner,2571,18,Low,Medium,0,Petrol_Manual,Hyundai,1.38,0
CAR_002572,Mahindra Bolero 2011-2019 SLE,2013,325000,62200,,Dealer,Manual,First Owner,2572,12,Mid,Medium,0,Diesel_Manual,Mahindra,5.23,1
CAR_002573,Audi A6 2.0 TDI Premium Plus,2014,,34000,Diesel,Dealer,Automatic,Second Owner,2573,11,Premium,Medium,0,Diesel_Automatic,Audi,43.24,1
CAR_002574,Fiat Avventura MULTIJET Emotion,2015,350000,53000,Diesel,Individual,,Second Owner,2574,10,Mid,Medium,0,Diesel_Manual,Fiat,6.6,1
CAR_002575,Audi A8 4.2 TDI,2013,2800000,,Diesel,Dealer,,First Owner,2575,12,Premium,Medium,0,Diesel_Automatic,Audi,57.14,1
